article_title,country,revision_id,article_quality,population,region
Inaya Ezzeddine,Lebanon,1146424286,Stub,5.4,WESTERN ASIA
Fakhr Fakhr,Lebanon,1145193194,Stub,5.4,WESTERN ASIA
Tony Frangieh Jr.,Lebanon,1249040830,Start,5.4,WESTERN ASIA
Nabil de Freige,Lebanon,1144582226,Stub,5.4,WESTERN ASIA
Nicolas Ghosn,Lebanon,1239828763,Stub,5.4,WESTERN ASIA
Mohammad Al Hajj Hassan,Lebanon,1248448932,Stub,5.4,WESTERN ASIA
Wassef El Harakeh,Lebanon,1218132887,Start,5.4,WESTERN ASIA
Ziad Hawat,Lebanon,1236388246,Start,5.4,WESTERN ASIA
Saadallah Howayek,Lebanon,1178977346,Start,5.4,WESTERN ASIA
Violette Khairallah Safadi,Lebanon,1187096297,Start,5.4,WESTERN ASIA
Albert Kostanian,Lebanon,1184196053,Start,5.4,WESTERN ASIA
Ibrahim Kulaylat,Lebanon,1157443233,Start,5.4,WESTERN ASIA
Cesar Maalouf,Lebanon,1204724753,Stub,5.4,WESTERN ASIA
Fadi Makki,Lebanon,1208651297,Start,5.4,WESTERN ASIA
Chibli Mallat,Lebanon,1238777882,C,5.4,WESTERN ASIA
Chadi Massaad,Lebanon,1208546106,Start,5.4,WESTERN ASIA
Bassam Mawlawi,Lebanon,1225744507,Stub,5.4,WESTERN ASIA
Kayssar Moawad,Lebanon,972676618,Stub,5.4,WESTERN ASIA
Mounir El Hajj,Lebanon,1249040636,Start,5.4,WESTERN ASIA
Muhammad Jamil Bayham,Lebanon,1230360128,C,5.4,WESTERN ASIA
Naoum Labaki,Lebanon,1189592060,Stub,5.4,WESTERN ASIA
Chafic Nassif,Lebanon,1249040415,Stub,5.4,WESTERN ASIA
Mohamad Osseiran,Lebanon,1248448958,Stub,5.4,WESTERN ASIA
Vahan Papazian,Lebanon,1162302149,Start,5.4,WESTERN ASIA
Philippe El Khazen,Lebanon,1159952192,Start,5.4,WESTERN ASIA
Pierre Bou Assi,Lebanon,1248727867,C,5.4,WESTERN ASIA
Renewal Bloc,Lebanon,1194299690,Stub,5.4,WESTERN ASIA
Edmond Rizk,Lebanon,1249040425,Start,5.4,WESTERN ASIA
Fady Saad,Lebanon,1212762124,Stub,5.4,WESTERN ASIA
Osama Saad,Lebanon,1184368317,Start,5.4,WESTERN ASIA
Waddah Sadek,Lebanon,1206306677,Start,5.4,WESTERN ASIA
Alice Shabtini,Lebanon,1059832647,Stub,5.4,WESTERN ASIA
Abu Youssef Sharqieh,Lebanon,1151531086,Stub,5.4,WESTERN ASIA
Joseph Skaff,Lebanon,1241392541,Start,5.4,WESTERN ASIA
Myriam Skaff,Lebanon,1234087608,Start,5.4,WESTERN ASIA
Maurice Sleem,Lebanon,1242646324,Start,5.4,WESTERN ASIA
Mounira Solh,Lebanon,1216097644,C,5.4,WESTERN ASIA
Fares Souaid,Lebanon,1246818700,Start,5.4,WESTERN ASIA
Strong Lebanon,Lebanon,1250819432,Start,5.4,WESTERN ASIA
Imad Wakim,Lebanon,1212761423,Stub,5.4,WESTERN ASIA
Amal Abou Zeid,Lebanon,1174117279,Start,5.4,WESTERN ASIA
Camille Ziade,Lebanon,1158582098,Stub,5.4,WESTERN ASIA
Tsepo Mzonethi,Lesotho,1240673245,Stub,2.3,SOUTHERN AFRICA
Maphoka Motoboli,Lesotho,1135268318,Stub,2.3,SOUTHERN AFRICA
Keketso Rantso,Lesotho,1149446685,Stub,2.3,SOUTHERN AFRICA
Tlohang Sekhamane,Lesotho,1212087531,Stub,2.3,SOUTHERN AFRICA
Lebohang Thotanyane,Lesotho,1248236469,Stub,2.3,SOUTHERN AFRICA
Thomas Nimene Botoe,Liberia,1210293916,Stub,5.4,WESTERN AFRICA
Laurence Konmla Bropleh,Liberia,1234021203,C,5.4,WESTERN AFRICA
Ellen Corkrum,Liberia,1159392843,Start,5.4,WESTERN AFRICA
Alexander B. Cummings Jr.,Liberia,1249700275,C,5.4,WESTERN AFRICA
Bernice Dahn,Liberia,1065553283,Start,5.4,WESTERN AFRICA
Kai G. Farley,Liberia,1211141929,Stub,5.4,WESTERN AFRICA
Josiah Johnson,Liberia,1221925167,Start,5.4,WESTERN AFRICA
Wesley Momo Johnson,Liberia,1233531197,Stub,5.4,WESTERN AFRICA
Boima Kamara,Liberia,1236123189,Stub,5.4,WESTERN AFRICA
Janga Augustus Kowo,Liberia,1218745633,Stub,5.4,WESTERN AFRICA
J. Edwin Lloyd,Liberia,1234365993,Start,5.4,WESTERN AFRICA
Momulu Massaquoi,Liberia,1246152230,Start,5.4,WESTERN AFRICA
Nathaniel Varney Massaquoi,Liberia,1102401865,Start,5.4,WESTERN AFRICA
Edward B. McClain Jr.,Liberia,1185672852,Stub,5.4,WESTERN AFRICA
Eugene Lenn Nagbe,Liberia,1240163802,Start,5.4,WESTERN AFRICA
John Brown Russwurm,Liberia,1225468806,C,5.4,WESTERN AFRICA
Clarence Lorenzo Simpson Jr.,Liberia,1181575494,C,5.4,WESTERN AFRICA
Ellen Johnson Sirleaf,Liberia,1244504845,B,5.4,WESTERN AFRICA
Jeremiah Sulunteh,Liberia,1249835446,Start,5.4,WESTERN AFRICA
Alaric Tokpa,Liberia,1183708441,Stub,5.4,WESTERN AFRICA
E. Reginald Townsend,Liberia,1247535227,C,5.4,WESTERN AFRICA
William Tubman,Liberia,1249700084,C,5.4,WESTERN AFRICA
Samuel Tweah,Liberia,1238850652,Stub,5.4,WESTERN AFRICA
Blahsue Vonleh,Liberia,1158703245,Stub,5.4,WESTERN AFRICA
Tom Woewiyu,Liberia,1218952304,C,5.4,WESTERN AFRICA
Ahmed Rafiq Almhadoui,Libya,1236481840,Start,6.9,NORTHERN AFRICA
Mohamed Abulasʽad El-ʽAlem,Libya,978820765,Stub,6.9,NORTHERN AFRICA
Abd-Rabbo al-Barassi,Libya,1245381256,Stub,6.9,NORTHERN AFRICA
Fathi Bashagha,Libya,1245556589,C,6.9,NORTHERN AFRICA
Mohamed Ben Ghalbon,Libya,1243025312,C,6.9,NORTHERN AFRICA
Ahmad Bishti,Libya,1243766987,Stub,6.9,NORTHERN AFRICA
Abdul Hamid Dbeibeh,Libya,1250912864,C,6.9,NORTHERN AFRICA
Ehtuish Ehtuish,Libya,1188088601,Start,6.9,NORTHERN AFRICA
Mohamed Eshtewi,Libya,1220293334,C,6.9,NORTHERN AFRICA
Ahmed Gaddaf al-Dam,Libya,1241321839,C,6.9,NORTHERN AFRICA
Hisham Ben Ghalbon,Libya,1246847069,C,6.9,NORTHERN AFRICA
Khalifa Haftar,Libya,1250643095,FA,6.9,NORTHERN AFRICA
El Waer Hakim,Libya,1179350295,Start,6.9,NORTHERN AFRICA
Ibrahim Jadhran,Libya,1133325184,Start,6.9,NORTHERN AFRICA
Al-Aref al-Khoga,Libya,1115564594,Stub,6.9,NORTHERN AFRICA
Musa Al-Koni,Libya,1248662396,Start,6.9,NORTHERN AFRICA
Abdullah al-Lafi,Libya,1183544804,Stub,6.9,NORTHERN AFRICA
Mohamed al-Menfi,Libya,1249120511,C,6.9,NORTHERN AFRICA
Abd al-Mawla Naqi,Libya,1193082133,Stub,6.9,NORTHERN AFRICA
Abdullah Naker,Libya,1245381314,Start,6.9,NORTHERN AFRICA
Aref Ali Nayed,Libya,1224040655,C,6.9,NORTHERN AFRICA
Nuri al-Mismari,Libya,1240035909,GA,6.9,NORTHERN AFRICA
Abdel Wahab Qaid,Libya,1243356338,Start,6.9,NORTHERN AFRICA
Tayeb El-Safi,Libya,1224040700,Start,6.9,NORTHERN AFRICA
Ali Sahli,Libya,1198759606,Start,6.9,NORTHERN AFRICA
Bashir Saadawi,Libya,1154763590,Stub,6.9,NORTHERN AFRICA
Fayez al-Sarraj,Libya,1239666220,GA,6.9,NORTHERN AFRICA
Mohammed El Senussi,Libya,1244143550,C,6.9,NORTHERN AFRICA
Abdulrahman Sewehli,Libya,1041934642,Stub,6.9,NORTHERN AFRICA
Ashour Suleiman Shuwail,Libya,1213474159,Start,6.9,NORTHERN AFRICA
Mohamed Taha Siala,Libya,1040410236,Start,6.9,NORTHERN AFRICA
Adomas Ąžuolas Audickas,Lithuania,1156077882,Stub,2.9,NORTHERN EUROPE
Edminas Bagdonas,Lithuania,1226678626,Stub,2.9,NORTHERN EUROPE
Zbignev Balcevič,Lithuania,1226768374,Stub,2.9,NORTHERN EUROPE
Vilius Baldišis,Lithuania,1055138352,Stub,2.9,NORTHERN EUROPE
Vladimiras Beriozovas,Lithuania,1081645523,Stub,2.9,NORTHERN EUROPE
Kazys Boruta,Lithuania,1242384798,Stub,2.9,NORTHERN EUROPE
Dalius Čekuolis,Lithuania,1193772674,Start,2.9,NORTHERN EUROPE
Virgilijus Čepaitis,Lithuania,1209842510,Start,2.9,NORTHERN EUROPE
Jan Ciechanowicz,Lithuania,1236187352,C,2.9,NORTHERN EUROPE
Audra Dagelytė,Lithuania,1215612767,Start,2.9,NORTHERN EUROPE
Andrius Domaševičius,Lithuania,1241566807,GA,2.9,NORTHERN EUROPE
Juozas Gabrys,Lithuania,1141136497,C,2.9,NORTHERN EUROPE
Balys Gajauskas,Lithuania,1226927031,Stub,2.9,NORTHERN EUROPE
Eimantas Grakauskas,Lithuania,1236510350,Stub,2.9,NORTHERN EUROPE
Gintautas Iešmantas,Lithuania,1211782507,Stub,2.9,NORTHERN EUROPE
Stanislovas Gediminas Ilgūnas,Lithuania,1055139813,Stub,2.9,NORTHERN EUROPE
Martynas Jankus,Lithuania,1214790448,C,2.9,NORTHERN EUROPE
Albinas Januška,Lithuania,1215107657,Stub,2.9,NORTHERN EUROPE
Antanas Karoblis,Lithuania,1167910942,Stub,2.9,NORTHERN EUROPE
Juozas Karvelis,Lithuania,1167910298,Stub,2.9,NORTHERN EUROPE
Vytautas Kolesnikovas,Lithuania,1098843848,Stub,2.9,NORTHERN EUROPE
Szymon Konarski,Lithuania,1244720947,C,2.9,NORTHERN EUROPE
Jonas Kondrotas,Lithuania,1186801268,Stub,2.9,NORTHERN EUROPE
Petras Kubiliūnas,Lithuania,1226919771,GA,2.9,NORTHERN EUROPE
Česlovas Kudaba,Lithuania,1133166000,Stub,2.9,NORTHERN EUROPE
Algirdas Kumža,Lithuania,1140402964,Stub,2.9,NORTHERN EUROPE
Bronius Kuzmickas,Lithuania,1184258161,Stub,2.9,NORTHERN EUROPE
Jonas Liaučius,Lithuania,1020554126,Stub,2.9,NORTHERN EUROPE
Zita Loseva,Lithuania,1230831647,Stub,2.9,NORTHERN EUROPE
Stasys Lozoraitis Jr.,Lithuania,1250554072,C,2.9,NORTHERN EUROPE
Jonas Mačys,Lithuania,1190766203,Stub,2.9,NORTHERN EUROPE
Vytautas Matulevičius,Lithuania,1177313320,Start,2.9,NORTHERN EUROPE
Deividas Matulionis,Lithuania,1246139601,Start,2.9,NORTHERN EUROPE
Darius Mažintas,Lithuania,978234421,Start,2.9,NORTHERN EUROPE
Visvaldas Mažonas,Lithuania,1144050792,Start,2.9,NORTHERN EUROPE
Donatas Morkūnas,Lithuania,1133165466,Stub,2.9,NORTHERN EUROPE
Grzegorz Antoni Ogiński,Lithuania,1180638831,Start,2.9,NORTHERN EUROPE
Vytautas Paliūnas,Lithuania,1184356885,Stub,2.9,NORTHERN EUROPE
Rolandas Paulauskas,Lithuania,1020295832,Stub,2.9,NORTHERN EUROPE
Petras Poškus,Lithuania,1125829611,Stub,2.9,NORTHERN EUROPE
Adomas Prūsas,Lithuania,1247770485,B,2.9,NORTHERN EUROPE
Antanas Purėnas,Lithuania,1245635356,Stub,2.9,NORTHERN EUROPE
Liudvikas Narcizas Rasimavičius,Lithuania,1193909976,Stub,2.9,NORTHERN EUROPE
Liudvikas Saulius Razma,Lithuania,1108537637,Stub,2.9,NORTHERN EUROPE
Valerijonas Šadreika,Lithuania,1016659563,Stub,2.9,NORTHERN EUROPE
Kazimieras Saja,Lithuania,1226681009,Stub,2.9,NORTHERN EUROPE
Józef Sapieha,Lithuania,1120682607,Stub,2.9,NORTHERN EUROPE
Gediminas Šerkšnys,Lithuania,1240300356,Stub,2.9,NORTHERN EUROPE
Liudvikas Simutis,Lithuania,1020199058,Stub,2.9,NORTHERN EUROPE
Kęstutis Smirnovas,Lithuania,1220189222,C,2.9,NORTHERN EUROPE
Jonas Tamulis,Lithuania,1240396888,Stub,2.9,NORTHERN EUROPE
Dalia Teišerskytė,Lithuania,1187388657,Stub,2.9,NORTHERN EUROPE
Rimvydas Valatka,Lithuania,1235510534,Stub,2.9,NORTHERN EUROPE
Iosif Vareikis,Lithuania,1217666626,C,2.9,NORTHERN EUROPE
Eduardas Vilkas,Lithuania,1051384630,Stub,2.9,NORTHERN EUROPE
Povilas Višinskis,Lithuania,1234786486,FA,2.9,NORTHERN EUROPE
Alfonsas Žalys,Lithuania,1168682744,Stub,2.9,NORTHERN EUROPE
Xavier Brasseur,Luxembourg,1173229365,Start,0.7,WESTERN EUROPE
Jean-Pierre Büchler,Luxembourg,1249703905,Stub,0.7,WESTERN EUROPE
Corinne Cahen,Luxembourg,1249938719,Stub,0.7,WESTERN EUROPE
Sven Clement,Luxembourg,1224625713,Start,0.7,WESTERN EUROPE
Lex Delles,Luxembourg,1242402305,GA,0.7,WESTERN EUROPE
Martine Deprez,Luxembourg,1242651510,C,0.7,WESTERN EUROPE
Carole Dieschbourg,Luxembourg,1249939234,C,0.7,WESTERN EUROPE
Paul Elvinger,Luxembourg,1228734072,Stub,0.7,WESTERN EUROPE
Frank Engel (politician),Luxembourg,1179540263,C,0.7,WESTERN EUROPE
Jean Ersfeld,Luxembourg,1212177429,Start,0.7,WESTERN EUROPE
Johannes Olav Fallize,Luxembourg,1217163934,C,0.7,WESTERN EUROPE
Christos Floros,Luxembourg,1246933180,C,0.7,WESTERN EUROPE
Marc Hansen (politician),Luxembourg,1185355523,Stub,0.7,WESTERN EUROPE
Martine Hansen,Luxembourg,1249941459,GA,0.7,WESTERN EUROPE
Aloyse Hentgen,Luxembourg,1250507433,Start,0.7,WESTERN EUROPE
Dan Kersch,Luxembourg,1224034799,Stub,0.7,WESTERN EUROPE
Fred Keup,Luxembourg,1242205540,C,0.7,WESTERN EUROPE
Guillaume Konsbruck,Luxembourg,1231473517,Start,0.7,WESTERN EUROPE
Damian Kratzenberg,Luxembourg,1214300979,Start,0.7,WESTERN EUROPE
Pierre Krier,Luxembourg,1216624071,Stub,0.7,WESTERN EUROPE
Andy Maar,Luxembourg,1184770331,Stub,0.7,WESTERN EUROPE
Maggy Nagel,Luxembourg,1158512735,Stub,0.7,WESTERN EUROPE
Roy Reding,Luxembourg,1246066908,C,0.7,WESTERN EUROPE
Émile Schaus,Luxembourg,1223398703,Start,0.7,WESTERN EUROPE
Meris Šehović,Luxembourg,1183087341,Start,0.7,WESTERN EUROPE
Jup Weber,Luxembourg,1248675764,Stub,0.7,WESTERN EUROPE
Serge Wilmes,Luxembourg,1230914260,Start,0.7,WESTERN EUROPE
Afrim Gashi,North Macedonia,1249210667,Start,1.8,SOUTHERN EUROPE
Vangel Ajanovski-Oče,North Macedonia,1195408159,Stub,1.8,SOUTHERN EUROPE
Ljupčo Andonovski,North Macedonia,1249711549,Stub,1.8,SOUTHERN EUROPE
Slobodan Bogoevski,North Macedonia,1249711261,Stub,1.8,SOUTHERN EUROPE
Bojan Bojanovski,North Macedonia,1249711386,Stub,1.8,SOUTHERN EUROPE
Panko Brashnarov,North Macedonia,1240046381,C,1.8,SOUTHERN EUROPE
Slobodan Čašule,North Macedonia,1243517976,Stub,1.8,SOUTHERN EUROPE
Risto Gjorgjiev,North Macedonia,1173912802,Stub,1.8,SOUTHERN EUROPE
Vasil Ivanovski,North Macedonia,1213630795,C,1.8,SOUTHERN EUROPE
Stevčo Jakimovski,North Macedonia,1223081209,Stub,1.8,SOUTHERN EUROPE
Adnan Jashari,North Macedonia,1191752848,Start,1.8,SOUTHERN EUROPE
Minčo Jordanov,North Macedonia,1244123853,Stub,1.8,SOUTHERN EUROPE
Perko Kolevski,North Macedonia,1173912835,Stub,1.8,SOUTHERN EUROPE
Dimitar Kovačevski,North Macedonia,1250555445,C,1.8,SOUTHERN EUROPE
Hristijan Mickoski,North Macedonia,1250609662,GA,1.8,SOUTHERN EUROPE
Sašo Mijalkov,North Macedonia,1243518031,Start,1.8,SOUTHERN EUROPE
Goran Mitevski,North Macedonia,1249711420,Stub,1.8,SOUTHERN EUROPE
Stanko Mladenovski,North Macedonia,1173912535,Stub,1.8,SOUTHERN EUROPE
Ferdinand Odžakov,North Macedonia,1173912888,Stub,1.8,SOUTHERN EUROPE
Xhezair Shaqiri,North Macedonia,1249592857,Start,1.8,SOUTHERN EUROPE
Vančo Šontevski,North Macedonia,1173912923,Stub,1.8,SOUTHERN EUROPE
Nikola Spasovski,North Macedonia,1249711457,Stub,1.8,SOUTHERN EUROPE
Ivan Stoilković,North Macedonia,1245798125,C,1.8,SOUTHERN EUROPE
Dobri Veličkovski,North Macedonia,1249711336,Stub,1.8,SOUTHERN EUROPE
Zoran Veruševski,North Macedonia,1243517990,Stub,1.8,SOUTHERN EUROPE
Mile Zečević,North Macedonia,1249711505,Stub,1.8,SOUTHERN EUROPE
Augustin Andriamananoro,Madagascar,1245248841,Start,30.4,EASTERN AFRICA
Andriamihaja,Madagascar,1221933011,Start,30.4,EASTERN AFRICA
Gilbert Annette,Madagascar,1229216653,Stub,30.4,EASTERN AFRICA
Azaly Ben Marofo,Madagascar,1240888321,Stub,30.4,EASTERN AFRICA
Laurent Botokeky,Madagascar,1249969257,Stub,30.4,EASTERN AFRICA
Monja Jaona,Madagascar,1214613613,C,30.4,EASTERN AFRICA
Ralijaona Laingo,Madagascar,1177650498,Stub,30.4,EASTERN AFRICA
Rindra Rabarinirinarison,Madagascar,1241911288,Stub,30.4,EASTERN AFRICA
Jacques Rabemananjara,Madagascar,1250349602,C,30.4,EASTERN AFRICA
Césaire Rabenoro,Madagascar,1190559033,Stub,30.4,EASTERN AFRICA
Bruno Rajaonson,Madagascar,1173719996,Stub,30.4,EASTERN AFRICA
Patrick Rajoelina,Madagascar,1207299094,Stub,30.4,EASTERN AFRICA
Jean Ralaimongo,Madagascar,1244109507,C,30.4,EASTERN AFRICA
Pierre Ramampy,Madagascar,1177650675,Stub,30.4,EASTERN AFRICA
Ramaniraka,Madagascar,1234289442,Stub,30.4,EASTERN AFRICA
Hyppolite Ramaroson,Madagascar,1242618337,C,30.4,EASTERN AFRICA
Nadine Ramaroson,Madagascar,1209645610,Start,30.4,EASTERN AFRICA
Jonah Ranaivo,Madagascar,1186387487,Stub,30.4,EASTERN AFRICA
Mamy Ranaivoniarivo,Madagascar,1241434004,Stub,30.4,EASTERN AFRICA
Michel Randria,Madagascar,1177650685,Start,30.4,EASTERN AFRICA
Marcel Ranjeva,Madagascar,1190559062,Stub,30.4,EASTERN AFRICA
Roseline Emma Rasolovoahangy,Madagascar,1244364217,Start,30.4,EASTERN AFRICA
Albert Rakoto Ratsimamanga,Madagascar,1245491505,GA,30.4,EASTERN AFRICA
Ratsitatanina,Madagascar,1227027420,C,30.4,EASTERN AFRICA
Lalao Ravalomanana,Madagascar,1241320384,Start,30.4,EASTERN AFRICA
Herilanto Raveloharison,Madagascar,1238495492,Start,30.4,EASTERN AFRICA
Mahasumpo Raveloson,Madagascar,1185914772,Stub,30.4,EASTERN AFRICA
Benja Razafimahaleo,Madagascar,1072140578,Start,30.4,EASTERN AFRICA
Honoré N. Razafindramiandra,Madagascar,1192734361,C,30.4,EASTERN AFRICA
André Resampa,Madagascar,1191255852,Start,30.4,EASTERN AFRICA
Christian Rémi Richard,Madagascar,1190559088,Stub,30.4,EASTERN AFRICA
Jean Louis Robinson,Madagascar,1182009941,Stub,30.4,EASTERN AFRICA
Albert Sylla,Madagascar,1242564754,C,30.4,EASTERN AFRICA
Calvin Tsiebo,Madagascar,1191261046,Stub,30.4,EASTERN AFRICA
Norbert Zafimahova,Madagascar,1245504666,Stub,30.4,EASTERN AFRICA
Richard Chimwendo Banda,Malawi,1250002793,Stub,19.8,EASTERN AFRICA
Simplex Chithyola Banda,Malawi,1228356805,Stub,19.8,EASTERN AFRICA
Chakakala Chaziya,Malawi,1248616152,C,19.8,EASTERN AFRICA
Hope Chisanu,Malawi,1240529226,Start,19.8,EASTERN AFRICA
Boniface Kalindo,Malawi,1206836023,Stub,19.8,EASTERN AFRICA
Samuel Kawale,Malawi,1201222030,Stub,19.8,EASTERN AFRICA
Steve Mikaya,Malawi,1181752332,Stub,19.8,EASTERN AFRICA
Attati Mpakati,Malawi,1244085456,Stub,19.8,EASTERN AFRICA
Albert Muwalo,Malawi,1229063155,C,19.8,EASTERN AFRICA
Titus Mvalo,Malawi,1228929938,Stub,19.8,EASTERN AFRICA
Cornelius Mwalwanda,Malawi,1165970443,Start,19.8,EASTERN AFRICA
Kingsely Namakhwa,Malawi,1064384238,Stub,19.8,EASTERN AFRICA
Mary Shawa,Malawi,1212663981,C,19.8,EASTERN AFRICA
James John Skinner,Malawi,1247967982,C,19.8,EASTERN AFRICA
John Tembo,Malawi,1227763229,C,19.8,EASTERN AFRICA
Michael Usi,Malawi,1250758277,C,19.8,EASTERN AFRICA
Abdullah CD,Malaysia,1244848097,Start,33.4,SOUTHEAST ASIA
Abu Samah Mohd Kassim,Malaysia,1247356705,Stub,33.4,SOUTHEAST ASIA
Ahmad Kamil Jaafar,Malaysia,1243383117,Start,33.4,SOUTHEAST ASIA
Ahmad Zaidi Adruce,Malaysia,1240901693,C,33.4,SOUTHEAST ASIA
Ajis Sitin,Malaysia,1242147160,Stub,33.4,SOUTHEAST ASIA
Akmar Hisham,Malaysia,1241217403,C,33.4,SOUTHEAST ASIA
Arifin Asgali,Malaysia,1246013371,Start,33.4,SOUTHEAST ASIA
Assaffal P. Alian,Malaysia,1217649866,Start,33.4,SOUTHEAST ASIA
Ationg Tituh,Malaysia,1249350341,C,33.4,SOUTHEAST ASIA
Azam Kamaralzaman,Malaysia,1250251847,Stub,33.4,SOUTHEAST ASIA
Azli Yusof,Malaysia,1247236590,C,33.4,SOUTHEAST ASIA
Azmi Alang,Malaysia,1232728388,Stub,33.4,SOUTHEAST ASIA
R. G. Balan,Malaysia,1181678224,Start,33.4,SOUTHEAST ASIA
Abdul Aziz bin Husain,Malaysia,1248516426,C,33.4,SOUTHEAST ASIA
Bukhori Ghazali,Malaysia,1244373350,Stub,33.4,SOUTHEAST ASIA
Chen Tien,Malaysia,1242594720,Start,33.4,SOUTHEAST ASIA
Chin Peng,Malaysia,1249683366,B,33.4,SOUTHEAST ASIA
Chong Ted Tsiung,Malaysia,1219857937,Stub,33.4,SOUTHEAST ASIA
Danyal Balagopal Abdullah,Malaysia,1210596392,Start,33.4,SOUTHEAST ASIA
Lily Eberwein,Malaysia,1250318582,C,33.4,SOUTHEAST ASIA
Ellron Alfred Angin,Malaysia,1247695585,Start,33.4,SOUTHEAST ASIA
Eu Chooi Yip,Malaysia,1222002149,C,33.4,SOUTHEAST ASIA
Fong Chong Pik,Malaysia,1181679522,Stub,33.4,SOUTHEAST ASIA
Heah Joo Seang,Malaysia,1248625537,C,33.4,SOUTHEAST ASIA
Hii King Chiong,Malaysia,1246848736,Start,33.4,SOUTHEAST ASIA
Hishamuddin Rais,Malaysia,1184798433,Start,33.4,SOUTHEAST ASIA
Ishak Haji Muhammad,Malaysia,1250335304,C,33.4,SOUTHEAST ASIA
Jennifer Lasimbang,Malaysia,1248703003,Start,33.4,SOUTHEAST ASIA
Joachim Gunsalam,Malaysia,1249455076,Start,33.4,SOUTHEAST ASIA
Kamarulzaman Teh,Malaysia,1136811500,Start,33.4,SOUTHEAST ASIA
Khairin Nisa,Malaysia,1221940896,Start,33.4,SOUTHEAST ASIA
Kontik Kamariah Ahmad,Malaysia,1135839519,Start,33.4,SOUTHEAST ASIA
Devaki Krishnan,Malaysia,1205996149,C,33.4,SOUTHEAST ASIA
Lau Pak Khuan,Malaysia,1128509902,Start,33.4,SOUTHEAST ASIA
Lau Yew,Malaysia,1208100175,Stub,33.4,SOUTHEAST ASIA
Azlan Mohd Lazim,Malaysia,968561996,Start,33.4,SOUTHEAST ASIA
Philip Lee Tau Sang,Malaysia,1206566211,Stub,33.4,SOUTHEAST ASIA
Liou Chen Kuang,Malaysia,1217527148,Start,33.4,SOUTHEAST ASIA
Mamad Puteh,Malaysia,1240270368,Start,33.4,SOUTHEAST ASIA
N.K. Menon,Malaysia,1243495927,Start,33.4,SOUTHEAST ASIA
Mohamad Fazli Mohamad Salleh,Malaysia,1218180353,Start,33.4,SOUTHEAST ASIA
Mohd Sobri Saleh,Malaysia,1228248124,Start,33.4,SOUTHEAST ASIA
John Victor Morais,Malaysia,1095635753,Stub,33.4,SOUTHEAST ASIA
Muhammad Fauzi Yusoff,Malaysia,1243441383,Start,33.4,SOUTHEAST ASIA
Nor Hafizah Othman,Malaysia,1227719407,Stub,33.4,SOUTHEAST ASIA
K. Pathmanaban,Malaysia,1158304288,Start,33.4,SOUTHEAST ASIA
Rashid Maidin,Malaysia,1250721780,C,33.4,SOUTHEAST ASIA
Rasinin Kautis,Malaysia,1243633848,Start,33.4,SOUTHEAST ASIA
Roslan Saidin,Malaysia,1236575083,Start,33.4,SOUTHEAST ASIA
Ruslan Muharam,Malaysia,1246980841,Start,33.4,SOUTHEAST ASIA
Abang Muhammad Salahuddin,Malaysia,1249027291,C,33.4,SOUTHEAST ASIA
Samsudin Osman,Malaysia,1228848919,C,33.4,SOUTHEAST ASIA
Sarifuddin Hata,Malaysia,1219055795,Start,33.4,SOUTHEAST ASIA
Sedomon Gunsanad Kina,Malaysia,1237804107,C,33.4,SOUTHEAST ASIA
Shamsiah Fakeh,Malaysia,1231284014,C,33.4,SOUTHEAST ASIA
Sukarti Wakiman,Malaysia,1215810575,Start,33.4,SOUTHEAST ASIA
Sulaiman Bulon,Malaysia,1241620183,Stub,33.4,SOUTHEAST ASIA
Tan Keng Liang,Malaysia,1189171478,Start,33.4,SOUTHEAST ASIA
Nathaniel Tan,Malaysia,1117048590,C,33.4,SOUTHEAST ASIA
Lai Teck,Malaysia,1249684074,C,33.4,SOUTHEAST ASIA
R.S. Thanenthiran,Malaysia,1243496357,Start,33.4,SOUTHEAST ASIA
Uda Sulai,Malaysia,1249150239,Start,33.4,SOUTHEAST ASIA
Wan Rosdy Wan Ismail,Malaysia,1249735006,C,33.4,SOUTHEAST ASIA
Wilson Ugak Kumbong,Malaysia,1243969275,Start,33.4,SOUTHEAST ASIA
Eli Wong,Malaysia,1158395655,Stub,33.4,SOUTHEAST ASIA
Ibrahim Yaacob,Malaysia,1237215339,Start,33.4,SOUTHEAST ASIA
Ismail Yaacob,Malaysia,1242682560,Stub,33.4,SOUTHEAST ASIA
Zainal Abidin Ahmad (writer),Malaysia,1210890988,C,33.4,SOUTHEAST ASIA
Abdul Raheem Abdulla,Maldives,1248364678,C,0.6,SOUTH ASIA
Eva Abdulla,Maldives,1246172924,Start,0.6,SOUTH ASIA
Ahmed Adeeb,Maldives,1249868446,C,0.6,SOUTH ASIA
Ilham Ahmed,Maldives,1106063792,Stub,0.6,SOUTH ASIA
Mohamed Asim,Maldives,1242820563,Start,0.6,SOUTH ASIA
Adam Azim (politician),Maldives,1250658582,Stub,0.6,SOUTH ASIA
Ahmed Faris Maumoon,Maldives,1250740501,C,0.6,SOUTH ASIA
Hassan Latheef,Maldives,1245816323,Stub,0.6,SOUTH ASIA
Adam Naseer Ibrahim,Maldives,1226315175,Stub,0.6,SOUTH ASIA
Abdulla Jihad,Maldives,1244494984,Start,0.6,SOUTH ASIA
Abdul Majeed Mahir,Maldives,1249604493,Start,0.6,SOUTH ASIA
Ahmed Mahloof,Maldives,1247508110,C,0.6,SOUTH ASIA
